step,agent_id,agent_profile,agent_type,problem_id,problem_title,problem_category,problem_difficulty,agent_skill_before,solved,time_taken,agent_skill_after,recommender_reward,interleaving_factor,total_attempts_recommender,agent_skill_Arrays_and_Hashing,agent_skill_Two_Pointers,agent_skill_Stack,agent_skill_Sliding_Window,agent_skill_Binary_Search,agent_skill_Linked_List,agent_skill_Tree,agent_skill_Tries,agent_skill_Heap_/_Priority_Queue,agent_skill_Backtracking,agent_skill_Intervals,agent_skill_Greedy,agent_skill_Graph,agent_skill_Graph2,agent_skill_1DDP,agent_skill_2DDP,agent_skill_Bit_Manipulation,agent_skill_Math,recommender_reward_Arrays_and_Hashing,recommender_reward_Two_Pointers,recommender_reward_Stack,recommender_reward_Sliding_Window,recommender_reward_Binary_Search,recommender_reward_Linked_List,recommender_reward_Tree,recommender_reward_Tries,recommender_reward_Heap_/_Priority_Queue,recommender_reward_Backtracking,recommender_reward_Intervals,recommender_reward_Greedy,recommender_reward_Graph,recommender_reward_Graph2,recommender_reward_1DDP,recommender_reward_2DDP,recommender_reward_Bit_Manipulation,recommender_reward_Math
11,0,Moderate,random_baseline,21,Largest Rectangle in Histogram,Stack,Hard,0.35,False,60,0.35,0.5733,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
12,0,Moderate,random_baseline,136,Single Number,Bit Manipulation,Easy,0.35,True,16.27,0.4,0.922,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
13,0,Moderate,random_baseline,57,Kth Smallest Element in A BST,Tree,Medium,0.35,True,34.63,0.4,0.783,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
14,0,Moderate,random_baseline,79,N-Queens,Backtracking,Hard,0.35,False,60,0.35,0.6831,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
15,0,Moderate,random_baseline,51,Subtree of Another Tree,Tree,Easy,0.4,True,10.63,0.45,0.783,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
16,0,Moderate,random_baseline,133,Edit Distance,2DDP,Medium,0.35,False,38.78,0.35,0.6302,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
17,0,Moderate,random_baseline,84,Meeting Rooms II,Intervals,Medium,0.35,False,46.22,0.35,0.8024,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
18,0,Moderate,random_baseline,110,Swim in Rising Water,Graph2,Hard,0.35,False,55.32,0.35,0.4984,0.7,200,0.4,0.4,0.35,0.35,0.35,0.4,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
19,0,Moderate,random_baseline,40,Copy List With Random Pointer,Linked List,Medium,0.4,True,25.75,0.45,0.7609,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
20,0,Moderate,random_baseline,76,Word Search,Backtracking,Medium,0.35,False,38.41,0.35,0.6831,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
21,0,Moderate,random_baseline,89,Gas Station,Greedy,Medium,0.35,False,29.73,0.35,0.8261,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
22,0,Moderate,random_baseline,115,House Robber,1DDP,Medium,0.35,False,37.58,0.35,0.8945,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
23,0,Moderate,random_baseline,79,N-Queens,Backtracking,Hard,0.35,False,60,0.35,0.6831,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
24,0,Moderate,random_baseline,108,Reconstruct Itinerary,Graph2,Hard,0.35,False,58.41,0.35,0.4984,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
25,0,Moderate,random_baseline,56,Validate BST,Tree,Medium,0.45,False,27.72,0.45,0.783,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
26,0,Moderate,random_baseline,120,Coin Change,1DDP,Medium,0.35,False,33.43,0.35,0.8945,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
27,0,Moderate,random_baseline,108,Reconstruct Itinerary,Graph2,Hard,0.35,True,48.11,0.4,0.4984,0.7,200,0.4,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
28,0,Moderate,random_baseline,1,Contains Duplicate,Arrays and Hashing,Easy,0.4,True,15.63,0.45,0.8474,0.7,200,0.45,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
29,0,Moderate,random_baseline,103,Graph Valid Tree,Graph,Medium,0.35,False,41.28,0.35,0.7423,0.7,200,0.45,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
30,0,Moderate,random_baseline,104,Number of Connected Components in Undirected Graph,Graph,Medium,0.35,True,33.4,0.4,0.7423,0.7,200,0.45,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.4,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
31,0,Moderate,random_baseline,138,Counting Bits,Bit Manipulation,Easy,0.4,True,7.57,0.45,0.922,0.7,200,0.45,0.4,0.35,0.35,0.35,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
32,0,Moderate,random_baseline,24,Koko Eating Bananas,Binary Search,Medium,0.35,True,29.0,0.4,0.7382,0.7,200,0.45,0.4,0.35,0.35,0.4,0.45,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
33,0,Moderate,random_baseline,37,Linked List Cycle,Linked List,Easy,0.45,True,17.12,0.5,0.7609,0.7,200,0.45,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
34,0,Moderate,random_baseline,80,Insert Interval,Intervals,Medium,0.35,False,33.96,0.35,0.8024,0.7,200,0.45,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
35,0,Moderate,random_baseline,93,Valid Parenthesis String,Greedy,Medium,0.35,False,35.06,0.35,0.8261,0.7,200,0.45,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
36,0,Moderate,random_baseline,121,Maximum Product Subarray,1DDP,Medium,0.35,False,43.42,0.35,0.8945,0.7,200,0.45,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
37,0,Moderate,random_baseline,2,Valid Anagram,Arrays and Hashing,Easy,0.45,True,11.02,0.5,0.8474,0.7,200,0.5,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
38,0,Moderate,random_baseline,3,Two Sum,Arrays and Hashing,Easy,0.5,True,13.38,0.55,0.8474,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
39,0,Moderate,random_baseline,43,LRU cache,Linked List,Medium,0.5,False,35.76,0.5,0.7609,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
40,0,Moderate,random_baseline,35,Reverse Linked List,Linked List,Easy,0.5,False,16.12,0.5,0.7609,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
41,0,Moderate,random_baseline,125,Unique Paths,2DDP,Medium,0.35,True,30.96,0.4,0.6302,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
42,0,Moderate,random_baseline,55,Count Good Nodes in Binary Tree,Tree,Medium,0.45,False,34.57,0.45,0.783,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
43,0,Moderate,random_baseline,54,Binary Tree Right Side View,Tree,Medium,0.45,False,33.11,0.45,0.783,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
44,0,Moderate,random_baseline,44,Merge K Sorted Lists,Linked List,Hard,0.5,False,60,0.5,0.7609,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
45,0,Moderate,random_baseline,55,Count Good Nodes in Binary Tree,Tree,Medium,0.45,False,33.64,0.45,0.783,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
46,0,Moderate,random_baseline,93,Valid Parenthesis String,Greedy,Medium,0.35,False,30.85,0.35,0.8261,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
47,0,Moderate,random_baseline,64,Kth Largest Element in A Stream,Heap / Priority Queue,Easy,0.35,True,12.09,0.4,0.9006,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
48,0,Moderate,random_baseline,9,Longest Consecutive Sequence,Arrays and Hashing,Medium,0.55,False,32.14,0.55,0.8474,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
49,0,Moderate,random_baseline,66,K Closest Points To Origin,Heap / Priority Queue,Medium,0.4,False,38.27,0.4,0.9006,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
50,0,Moderate,random_baseline,56,Validate BST,Tree,Medium,0.45,False,37.83,0.45,0.783,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
51,0,Moderate,random_baseline,32,Permutation in String,Sliding Window,Medium,0.35,False,32.05,0.35,0.8523,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
52,0,Moderate,random_baseline,41,Add Two Numbers,Linked List,Medium,0.5,False,37.26,0.5,0.7609,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
53,0,Moderate,random_baseline,94,Number of Islands,Graph,Medium,0.4,False,42.07,0.4,0.7423,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
54,0,Moderate,random_baseline,19,Daily Temperatures,Stack,Medium,0.35,False,46.67,0.35,0.5733,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
55,0,Moderate,random_baseline,86,Maximum Subarray,Greedy,Medium,0.35,False,32.77,0.35,0.8261,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
56,0,Moderate,random_baseline,118,Palindromic Substrings,1DDP,Medium,0.35,False,30.54,0.35,0.8945,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
57,0,Moderate,random_baseline,112,Cheapest Flights in K stops,Graph2,Medium,0.4,False,40.11,0.4,0.4984,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
58,0,Moderate,random_baseline,115,House Robber,1DDP,Medium,0.35,False,43.08,0.35,0.8945,0.7,200,0.55,0.4,0.35,0.35,0.4,0.5,0.45,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.4,0.45,0.35,0.8474,0.7576,0.5733,0.8523,0.7382,0.7609,0.783,0.8826,0.9006,0.6831,0.8024,0.8261,0.7423,0.4984,0.8945,0.6302,0.922,0.6671
