step,agent_id,agent_profile,agent_type,problem_id,problem_title,problem_category,problem_difficulty,agent_skill_before,solved,time_taken,agent_skill_after,recommender_reward,interleaving_factor,total_attempts_recommender,agent_skill_Arrays_and_Hashing,agent_skill_Two_Pointers,agent_skill_Stack,agent_skill_Sliding_Window,agent_skill_Binary_Search,agent_skill_Linked_List,agent_skill_Tree,agent_skill_Tries,agent_skill_Heap_/_Priority_Queue,agent_skill_Backtracking,agent_skill_Intervals,agent_skill_Greedy,agent_skill_Graph,agent_skill_Graph2,agent_skill_1DDP,agent_skill_2DDP,agent_skill_Bit_Manipulation,agent_skill_Math,recommender_reward_Arrays_and_Hashing,recommender_reward_Two_Pointers,recommender_reward_Stack,recommender_reward_Sliding_Window,recommender_reward_Binary_Search,recommender_reward_Linked_List,recommender_reward_Tree,recommender_reward_Tries,recommender_reward_Heap_/_Priority_Queue,recommender_reward_Backtracking,recommender_reward_Intervals,recommender_reward_Greedy,recommender_reward_Graph,recommender_reward_Graph2,recommender_reward_1DDP,recommender_reward_2DDP,recommender_reward_Bit_Manipulation,recommender_reward_Math
26,0,Expert,recommender,84,Meeting Rooms II,Intervals,Medium,0.6,True,35.02,0.65,0.98,0.56,26,1.0,0.65,0.65,0.8,0.65,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.92,0.848,0.8041,0.8714,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
27,0,Expert,recommender,13,Container With Most Water,Two Pointers,Medium,0.65,False,33.11,0.65,0.848,0.57,27,1.0,0.65,0.65,0.8,0.65,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.848,0.8041,0.8714,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
28,0,Expert,recommender,25,Find Minimum In Rotated Sorted Array,Binary Search,Medium,0.65,False,28.12,0.65,0.8243,0.58,28,1.0,0.65,0.65,0.8,0.65,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.848,0.8041,0.8243,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
29,0,Expert,recommender,36,Merge Two Sorted Lists,Linked List,Easy,0.65,False,16.12,0.65,0.94,0.59,29,1.0,0.65,0.65,0.8,0.65,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.848,0.8041,0.8243,0.94,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
30,0,Expert,recommender,35,Reverse Linked List,Linked List,Easy,0.65,False,14.58,0.65,0.886,0.6,30,1.0,0.65,0.65,0.8,0.65,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.848,0.8041,0.8243,0.886,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
31,0,Expert,recommender,35,Reverse Linked List,Linked List,Easy,0.65,True,10.14,0.7,0.8974,0.61,31,1.0,0.65,0.65,0.8,0.65,0.7,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.848,0.8041,0.8243,0.8974,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
32,0,Expert,recommender,17,Evaluate Revserse Polish Notation,Stack,Medium,0.65,True,34.15,0.7,0.8432,0.62,32,1.0,0.65,0.7,0.8,0.65,0.7,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.8974,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
33,0,Expert,recommender,36,Merge Two Sorted Lists,Linked List,Easy,0.7,True,10.02,0.75,0.9077,0.63,33,1.0,0.65,0.7,0.8,0.65,0.75,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.9077,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
34,0,Expert,recommender,50,Same Tree,Tree,Easy,0.6,True,10.5,0.65,1.0,0.64,34,1.0,0.65,0.7,0.8,0.65,0.75,0.65,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.9077,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
35,0,Expert,recommender,49,Balanced Binary Tree,Tree,Easy,0.65,True,12.14,0.7,1.0,0.65,35,1.0,0.65,0.7,0.8,0.65,0.75,0.7,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.9077,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
36,0,Expert,recommender,46,Invert Binary Tree,Tree,Easy,0.7,True,9.27,0.75,1.0,0.66,36,1.0,0.65,0.7,0.8,0.65,0.75,0.75,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.9077,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
37,0,Expert,recommender,45,Reverse Nodes in k-group,Linked List,Hard,0.75,True,52.21,0.8,0.8969,0.67,37,1.0,0.65,0.7,0.8,0.65,0.8,0.75,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.8969,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
38,0,Expert,recommender,47,Maximum Depth of Binary Tree,Tree,Easy,0.75,True,11.24,0.8,1.0,0.68,38,1.0,0.65,0.7,0.8,0.65,0.8,0.8,0.6,0.6,0.6,0.65,0.6,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.8969,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
39,0,Expert,recommender,91,Merge Triplets to Form Target Triplet,Greedy,Medium,0.6,True,34.2,0.65,0.98,0.69,39,1.0,0.65,0.7,0.8,0.65,0.8,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8243,0.8969,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,0.98,1.0,1.0
40,0,Expert,recommender,27,Time Based Key Value Store,Binary Search,Medium,0.65,True,27.85,0.7,0.8218,0.7,40,1.0,0.65,0.7,0.8,0.7,0.8,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8218,0.8969,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,0.98,1.0,1.0
41,0,Expert,recommender,39,Remove Nth Node From End Of List,Linked List,Medium,0.8,True,15.94,0.85,0.9072,0.7,41,1.0,0.65,0.7,0.8,0.7,0.85,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.6,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8218,0.9072,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,0.98,1.0,1.0
42,0,Expert,recommender,123,Longest Increasing Subsequence,1DDP,Medium,0.6,True,35.1,0.65,0.98,0.7,42,1.0,0.65,0.7,0.8,0.7,0.85,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8218,0.9072,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,1.0
43,0,Expert,recommender,42,Find the Duplicate Number,Linked List,Medium,0.85,True,17.93,0.9,0.9165,0.7,43,1.0,0.65,0.7,0.8,0.7,0.9,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.9405,0.848,0.8432,0.8041,0.8218,0.9165,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,1.0
44,0,Expert,recommender,150,Detect Squares,Math,Medium,0.6,True,32.8,0.65,0.98,0.7,44,1.0,0.65,0.7,0.8,0.7,0.9,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.9165,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
45,0,Expert,recommender,41,Add Two Numbers,Linked List,Medium,0.9,False,27.98,0.9,0.8648,0.7,45,1.0,0.65,0.7,0.8,0.7,0.9,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.8648,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
46,0,Expert,recommender,43,LRU cache,Linked List,Medium,0.9,True,22.14,0.95,0.8584,0.7,46,1.0,0.65,0.7,0.8,0.7,0.95,0.8,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.8584,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
47,0,Expert,recommender,48,Diameter of Binary Tree,Tree,Easy,0.8,True,9.09,0.85,1.0,0.7,47,1.0,0.65,0.7,0.8,0.7,0.95,0.85,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.8584,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
48,0,Expert,recommender,51,Subtree of Another Tree,Tree,Easy,0.85,True,9.43,0.9,1.0,0.7,48,1.0,0.65,0.7,0.8,0.7,0.95,0.9,0.6,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.8584,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
49,0,Expert,recommender,61,Implement Trie,Tries,Medium,0.6,True,29.65,0.65,0.98,0.7,49,1.0,0.65,0.7,0.8,0.7,0.95,0.9,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.8584,1.0,0.98,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
50,0,Expert,recommender,53,Binary Tree Level Order Traversal,Tree,Medium,0.9,True,23.89,0.95,0.98,0.7,50,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.8218,0.8584,0.98,0.98,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
51,0,Expert,recommender,23,Search A 2D Matrix,Binary Search,Medium,0.7,False,31.37,0.7,0.7597,0.7,51,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.98,0.98,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
52,0,Expert,recommender,62,Design Add and Search Word Data Structure,Tries,Medium,0.65,False,27.64,0.65,0.922,0.7,52,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.65,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.98,0.922,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.98,1.0,0.98
53,0,Expert,recommender,131,Longest Increasing Path in a Matrix,2DDP,Hard,0.65,True,46.34,0.7,0.962,0.7,53,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.98,0.922,1.0,1.0,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
54,0,Expert,recommender,72,Combination Sum,Backtracking,Medium,0.6,False,28.64,0.6,0.94,0.7,54,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.65,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.98,0.922,1.0,0.94,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
55,0,Expert,recommender,62,Design Add and Search Word Data Structure,Tries,Medium,0.65,True,31.51,0.7,0.9098,0.7,55,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.7,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.98,0.9098,1.0,0.94,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
56,0,Expert,recommender,63,Word Search II,Tries,Hard,0.7,True,41.28,0.75,0.8988,0.7,56,1.0,0.65,0.7,0.8,0.7,0.95,0.95,0.75,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.98,0.8988,1.0,0.94,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
57,0,Expert,recommender,54,Binary Tree Right Side View,Tree,Medium,0.95,True,23.38,1.0,0.962,0.7,57,1.0,0.65,0.7,0.8,0.7,0.95,1.0,0.75,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.962,0.8988,1.0,0.94,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
58,0,Expert,recommender,52,Lowest Common Ancestor of A BST,Tree,Medium,1.0,True,23.6,1.0,0.9458,0.7,58,1.0,0.65,0.7,0.8,0.7,0.95,1.0,0.75,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.9458,0.8988,1.0,0.94,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
59,0,Expert,recommender,57,Kth Smallest Element in A BST,Tree,Medium,1.0,False,37.46,1.0,0.8712,0.7,59,1.0,0.65,0.7,0.8,0.7,0.95,1.0,0.75,0.6,0.6,0.65,0.65,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.8712,0.8988,1.0,0.94,0.98,0.98,1.0,1.0,0.98,0.962,1.0,0.98
60,0,Expert,recommender,86,Maximum Subarray,Greedy,Medium,0.65,True,31.07,0.7,0.962,0.7,60,1.0,0.65,0.7,0.8,0.7,0.95,1.0,0.75,0.6,0.6,0.65,0.7,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7597,0.8584,0.8712,0.8988,1.0,0.94,0.98,0.962,1.0,1.0,0.98,0.962,1.0,0.98
61,0,Expert,recommender,26,Search in Rotated Sorted Array,Binary Search,Medium,0.7,True,33.66,0.75,0.7637,0.7,61,1.0,0.65,0.7,0.8,0.75,0.95,1.0,0.75,0.6,0.6,0.65,0.7,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7637,0.8584,0.8712,0.8988,1.0,0.94,0.98,0.962,1.0,1.0,0.98,0.962,1.0,0.98
62,0,Expert,recommender,140,Missing Number,Bit Manipulation,Easy,0.6,False,15.16,0.6,0.94,0.7,62,1.0,0.65,0.7,0.8,0.75,0.95,1.0,0.75,0.6,0.6,0.65,0.7,0.6,0.6,0.65,0.7,0.6,0.65,0.9405,0.848,0.8432,0.8041,0.7637,0.8584,0.8712,0.8988,1.0,0.94,0.98,0.962,1.0,1.0,0.98,0.962,0.94,0.98
