step,agent_id,agent_profile,agent_type,problem_id,problem_title,problem_category,problem_difficulty,agent_skill_before,solved,time_taken,agent_skill_after,recommender_reward,interleaving_factor,total_attempts_recommender,agent_skill_Arrays_and_Hashing,agent_skill_Two_Pointers,agent_skill_Stack,agent_skill_Sliding_Window,agent_skill_Binary_Search,agent_skill_Linked_List,agent_skill_Tree,agent_skill_Tries,agent_skill_Heap_/_Priority_Queue,agent_skill_Backtracking,agent_skill_Intervals,agent_skill_Greedy,agent_skill_Graph,agent_skill_Graph2,agent_skill_1DDP,agent_skill_2DDP,agent_skill_Bit_Manipulation,agent_skill_Math,recommender_reward_Arrays_and_Hashing,recommender_reward_Two_Pointers,recommender_reward_Stack,recommender_reward_Sliding_Window,recommender_reward_Binary_Search,recommender_reward_Linked_List,recommender_reward_Tree,recommender_reward_Tries,recommender_reward_Heap_/_Priority_Queue,recommender_reward_Backtracking,recommender_reward_Intervals,recommender_reward_Greedy,recommender_reward_Graph,recommender_reward_Graph2,recommender_reward_1DDP,recommender_reward_2DDP,recommender_reward_Bit_Manipulation,recommender_reward_Math
12,0,Beginner,recommender,15,Valid Parentheses,Stack,Easy,0.1,False,13.91,0.1,0.886,0.42,12,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8029,0.7649,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0,Beginner,recommender,1,Contains Duplicate,Arrays and Hashing,Easy,0.15,True,12.95,0.2,0.8226,0.43,13,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8226,0.7649,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,0,Beginner,recommender,2,Valid Anagram,Arrays and Hashing,Easy,0.2,True,15.39,0.25,0.8403,0.44,14,0.25,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8403,0.7649,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0,Beginner,recommender,13,Container With Most Water,Two Pointers,Medium,0.15,False,36.56,0.15,0.7084,0.45,15,0.25,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8403,0.7084,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0,Beginner,recommender,7,Product of Array Except Self,Arrays and Hashing,Medium,0.25,False,33.95,0.25,0.7763,0.46,16,0.25,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7763,0.7084,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,0,Beginner,recommender,8,Valid Sudoku,Arrays and Hashing,Medium,0.25,False,39.21,0.25,0.7187,0.47,17,0.25,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7187,0.7084,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,0,Beginner,recommender,11,Two Sum II - Input Array Is Sorted,Two Pointers,Medium,0.15,False,37.51,0.15,0.6576,0.48,18,0.25,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7187,0.6576,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,0,Beginner,recommender,6,Encode and Decode Strings,Arrays and Hashing,Medium,0.25,True,35.88,0.3,0.7268,0.49,19,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7268,0.6576,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,0,Beginner,recommender,9,Longest Consecutive Sequence,Arrays and Hashing,Medium,0.3,False,34.55,0.3,0.6741,0.5,20,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6741,0.6576,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,0,Beginner,recommender,11,Two Sum II - Input Array Is Sorted,Two Pointers,Medium,0.15,False,44.27,0.15,0.6118,0.51,21,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6741,0.6118,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,0,Beginner,recommender,11,Two Sum II - Input Array Is Sorted,Two Pointers,Medium,0.15,False,37.24,0.15,0.5706,0.52,22,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6741,0.5706,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0,Beginner,recommender,12,3Sum,Two Pointers,Medium,0.15,False,39.42,0.15,0.5336,0.53,23,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6741,0.5336,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0,Beginner,recommender,7,Product of Array Except Self,Arrays and Hashing,Medium,0.3,False,37.96,0.3,0.6267,0.54,24,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5336,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0,Beginner,recommender,13,Container With Most Water,Two Pointers,Medium,0.15,False,45.91,0.15,0.5002,0.55,25,0.3,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0,Beginner,recommender,15,Valid Parentheses,Stack,Easy,0.1,True,15.56,0.15,0.8974,0.56,26,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.8974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0,Beginner,recommender,20,Car Fleet,Stack,Medium,0.15,False,47.31,0.15,0.8277,0.57,27,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.8277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0,Beginner,recommender,19,Daily Temperatures,Stack,Medium,0.15,False,36.39,0.15,0.7649,0.58,28,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.7649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0,Beginner,recommender,29,Best Time To Buy and Sell Stock,Sliding Window,Easy,0.1,False,15.09,0.1,0.94,0.59,29,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.7649,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,0,Beginner,recommender,29,Best Time To Buy and Sell Stock,Sliding Window,Easy,0.1,False,18.62,0.1,0.886,0.6,30,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.7649,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0,Beginner,recommender,29,Best Time To Buy and Sell Stock,Sliding Window,Easy,0.1,False,17.0,0.1,0.8374,0.61,31,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.5002,0.7649,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0,Beginner,recommender,11,Two Sum II - Input Array Is Sorted,Two Pointers,Medium,0.15,False,40.91,0.15,0.4702,0.62,32,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6267,0.4702,0.7649,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0,Beginner,recommender,5,Top K Frequent Elements,Arrays and Hashing,Medium,0.3,False,31.78,0.3,0.584,0.63,33,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.584,0.4702,0.7649,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0,Beginner,recommender,4,Group Anagrams,Arrays and Hashing,Medium,0.3,False,45.77,0.3,0.5456,0.64,34,0.3,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7649,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0,Beginner,recommender,29,Best Time To Buy and Sell Stock,Sliding Window,Easy,0.1,True,16.62,0.15,0.8537,0.65,35,0.3,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7649,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,0,Beginner,recommender,19,Daily Temperatures,Stack,Medium,0.15,False,36.66,0.15,0.7084,0.66,36,0.3,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,0,Beginner,recommender,32,Permutation in String,Sliding Window,Medium,0.15,False,42.59,0.15,0.7883,0.67,37,0.3,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0,Beginner,recommender,22,Binary Search,Binary Search,Easy,0.1,True,16.12,0.15,1.0,0.68,38,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0,Beginner,recommender,37,Linked List Cycle,Linked List,Easy,0.1,False,18.46,0.1,0.94,0.69,39,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7883,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0,Beginner,recommender,26,Search in Rotated Sorted Array,Binary Search,Medium,0.15,False,47.83,0.15,0.92,0.7,40,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7883,0.92,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0,Beginner,recommender,30,Longest Substring Without Repeating Characters,Sliding Window,Medium,0.15,False,36.64,0.15,0.7295,0.7,41,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7295,0.92,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0,Beginner,recommender,23,Search A 2D Matrix,Binary Search,Medium,0.15,False,40.54,0.15,0.848,0.7,42,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7295,0.848,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0,Beginner,recommender,26,Search in Rotated Sorted Array,Binary Search,Medium,0.15,False,43.57,0.15,0.7832,0.7,43,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7295,0.7832,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0,Beginner,recommender,27,Time Based Key Value Store,Binary Search,Medium,0.15,False,42.72,0.15,0.7249,0.7,44,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7295,0.7249,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0,Beginner,recommender,36,Merge Two Sorted Lists,Linked List,Easy,0.1,False,13.98,0.1,0.886,0.7,45,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7295,0.7249,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0,Beginner,recommender,24,Koko Eating Bananas,Binary Search,Medium,0.15,False,36.31,0.15,0.6724,0.7,46,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.7084,0.7295,0.6724,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,0,Beginner,recommender,17,Evaluate Revserse Polish Notation,Stack,Medium,0.15,False,44.94,0.15,0.6576,0.7,47,0.3,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.6576,0.7295,0.6724,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0,Beginner,recommender,30,Longest Substring Without Repeating Characters,Sliding Window,Medium,0.15,True,33.95,0.2,0.7365,0.7,48,0.3,0.15,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.6576,0.7365,0.6724,0.886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,0,Beginner,recommender,36,Merge Two Sorted Lists,Linked List,Easy,0.1,False,16.73,0.1,0.8374,0.7,49,0.3,0.15,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5456,0.4702,0.6576,0.7365,0.6724,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0,Beginner,recommender,8,Valid Sudoku,Arrays and Hashing,Medium,0.3,True,29.76,0.35,0.5711,0.7,50,0.35,0.15,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6576,0.7365,0.6724,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,0,Beginner,recommender,25,Find Minimum In Rotated Sorted Array,Binary Search,Medium,0.15,False,38.3,0.15,0.6252,0.7,51,0.35,0.15,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6576,0.7365,0.6252,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,0,Beginner,recommender,18,Generate Parenthesis,Stack,Medium,0.15,False,45.55,0.15,0.6118,0.7,52,0.35,0.15,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.7365,0.6252,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,0,Beginner,recommender,37,Linked List Cycle,Linked List,Easy,0.1,True,16.72,0.15,0.8537,0.7,53,0.35,0.15,0.15,0.2,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.7365,0.6252,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,0,Beginner,recommender,31,Longest Repeating Character Replacement,Sliding Window,Medium,0.2,False,44.94,0.2,0.6829,0.7,54,0.35,0.15,0.15,0.2,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.6829,0.6252,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,0,Beginner,recommender,32,Permutation in String,Sliding Window,Medium,0.2,False,37.21,0.2,0.6346,0.7,55,0.35,0.15,0.15,0.2,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.6346,0.6252,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,0,Beginner,recommender,24,Koko Eating Bananas,Binary Search,Medium,0.15,True,29.76,0.2,0.6426,0.7,56,0.35,0.15,0.15,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.6346,0.6426,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,0,Beginner,recommender,32,Permutation in String,Sliding Window,Medium,0.2,False,40.77,0.2,0.5911,0.7,57,0.35,0.15,0.15,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.5911,0.6426,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,0,Beginner,recommender,31,Longest Repeating Character Replacement,Sliding Window,Medium,0.2,False,45.56,0.2,0.552,0.7,58,0.35,0.15,0.15,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.552,0.6426,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,0,Beginner,recommender,25,Find Minimum In Rotated Sorted Array,Binary Search,Medium,0.2,False,44.23,0.2,0.5984,0.7,59,0.35,0.15,0.15,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5711,0.4702,0.6118,0.552,0.5984,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0,Beginner,recommender,9,Longest Consecutive Sequence,Arrays and Hashing,Medium,0.35,False,45.8,0.35,0.534,0.7,60,0.35,0.15,0.15,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.534,0.4702,0.6118,0.552,0.5984,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,0,Beginner,recommender,11,Two Sum II - Input Array Is Sorted,Two Pointers,Medium,0.15,False,47.65,0.15,0.4432,0.7,61,0.35,0.15,0.15,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.534,0.4432,0.6118,0.552,0.5984,0.8537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
