step,agent_id,agent_profile,agent_type,problem_id,problem_title,problem_category,problem_difficulty,agent_skill_before,solved,time_taken,agent_skill_after,recommender_reward,interleaving_factor,total_attempts_recommender,agent_skill_Arrays_and_Hashing,agent_skill_Two_Pointers,agent_skill_Stack,agent_skill_Sliding_Window,agent_skill_Binary_Search,agent_skill_Linked_List,agent_skill_Tree,agent_skill_Tries,agent_skill_Heap_/_Priority_Queue,agent_skill_Backtracking,agent_skill_Intervals,agent_skill_Greedy,agent_skill_Graph,agent_skill_Graph2,agent_skill_1DDP,agent_skill_2DDP,agent_skill_Bit_Manipulation,agent_skill_Math,recommender_reward_Arrays_and_Hashing,recommender_reward_Two_Pointers,recommender_reward_Stack,recommender_reward_Sliding_Window,recommender_reward_Binary_Search,recommender_reward_Linked_List,recommender_reward_Tree,recommender_reward_Tries,recommender_reward_Heap_/_Priority_Queue,recommender_reward_Backtracking,recommender_reward_Intervals,recommender_reward_Greedy,recommender_reward_Graph,recommender_reward_Graph2,recommender_reward_1DDP,recommender_reward_2DDP,recommender_reward_Bit_Manipulation,recommender_reward_Math
17,0,Beginner,random_baseline,132,Distinct Subsequences,2DDP,Hard,0.1,False,60,0.1,0.6896,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
18,0,Beginner,random_baseline,118,Palindromic Substrings,1DDP,Medium,0.1,False,39.87,0.1,0.9094,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
19,0,Beginner,random_baseline,12,3Sum,Two Pointers,Medium,0.1,False,38.96,0.1,0.8009,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
20,0,Beginner,random_baseline,67,Kth Largest Element in an Array,Heap / Priority Queue,Medium,0.1,False,39.06,0.1,0.8081,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
21,0,Beginner,random_baseline,143,Rotate Image,Math,Medium,0.1,True,27.07,0.15,0.8151,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
22,0,Beginner,random_baseline,77,Palindrome Partitioning,Backtracking,Medium,0.1,False,45.75,0.1,0.8372,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
23,0,Beginner,random_baseline,19,Daily Temperatures,Stack,Medium,0.1,False,47.94,0.1,0.8696,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
24,0,Beginner,random_baseline,65,Last Stone Weight,Heap / Priority Queue,Easy,0.1,False,19.71,0.1,0.8081,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
25,0,Beginner,random_baseline,145,Set Matrix Zeroes,Math,Medium,0.15,False,47.35,0.15,0.8151,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
26,0,Beginner,random_baseline,70,Find Median From Data Stream,Heap / Priority Queue,Hard,0.1,False,55.6,0.1,0.8081,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
27,0,Beginner,random_baseline,146,Happy Number,Math,Easy,0.15,False,15.63,0.15,0.8151,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
28,0,Beginner,random_baseline,72,Combination Sum,Backtracking,Medium,0.1,False,41.03,0.1,0.8372,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
29,0,Beginner,random_baseline,142,Reverse Integer,Bit Manipulation,Medium,0.1,True,26.64,0.15,0.988,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
30,0,Beginner,random_baseline,85,Minimum interval to include each query,Intervals,Hard,0.15,False,60,0.15,0.9069,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
31,0,Beginner,random_baseline,138,Counting Bits,Bit Manipulation,Easy,0.15,True,13.0,0.2,0.988,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
32,0,Beginner,random_baseline,18,Generate Parenthesis,Stack,Medium,0.1,False,40.77,0.1,0.8696,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
33,0,Beginner,random_baseline,15,Valid Parentheses,Stack,Easy,0.1,False,21.43,0.1,0.8696,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
34,0,Beginner,random_baseline,12,3Sum,Two Pointers,Medium,0.1,False,42.31,0.1,0.8009,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
35,0,Beginner,random_baseline,134,Burst Baloons,2DDP,Hard,0.1,False,60,0.1,0.6896,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
36,0,Beginner,random_baseline,111,Alien Dictionary,Graph2,Hard,0.1,False,60,0.1,0.7109,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
37,0,Beginner,random_baseline,131,Longest Increasing Path in a Matrix,2DDP,Hard,0.1,False,60,0.1,0.6896,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
38,0,Beginner,random_baseline,148,"Pow x, n",Math,Medium,0.15,False,39.95,0.15,0.8151,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
39,0,Beginner,random_baseline,50,Same Tree,Tree,Easy,0.15,False,20.49,0.15,0.8378,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
40,0,Beginner,random_baseline,74,Permutations,Backtracking,Medium,0.1,False,46.91,0.1,0.8372,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
41,0,Beginner,random_baseline,123,Longest Increasing Subsequence,1DDP,Medium,0.1,False,38.86,0.1,0.9094,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
42,0,Beginner,random_baseline,96,Clone Graph,Graph,Medium,0.1,False,44.79,0.1,0.7694,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
43,0,Beginner,random_baseline,83,Meeting Rooms,Intervals,Easy,0.15,False,17.44,0.15,0.9069,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
44,0,Beginner,random_baseline,40,Copy List With Random Pointer,Linked List,Medium,0.15,False,42.38,0.15,0.7982,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
45,0,Beginner,random_baseline,123,Longest Increasing Subsequence,1DDP,Medium,0.1,False,46.57,0.1,0.9094,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
46,0,Beginner,random_baseline,94,Number of Islands,Graph,Medium,0.1,False,36.1,0.1,0.7694,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
47,0,Beginner,random_baseline,78,Letter Combinations of a Phone Number,Backtracking,Medium,0.1,False,43.66,0.1,0.8372,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
48,0,Beginner,random_baseline,113,Climbing Stairs,1DDP,Easy,0.1,False,22.15,0.1,0.9094,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
49,0,Beginner,random_baseline,135,Regex Matching,2DDP,Hard,0.1,False,59.74,0.1,0.6896,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
50,0,Beginner,random_baseline,113,Climbing Stairs,1DDP,Easy,0.1,False,20.73,0.1,0.9094,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
51,0,Beginner,random_baseline,35,Reverse Linked List,Linked List,Easy,0.15,False,20.42,0.15,0.7982,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
52,0,Beginner,random_baseline,52,Lowest Common Ancestor of A BST,Tree,Medium,0.15,False,47.58,0.15,0.8378,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
53,0,Beginner,random_baseline,134,Burst Baloons,2DDP,Hard,0.1,False,60,0.1,0.6896,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.15,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
54,0,Beginner,random_baseline,146,Happy Number,Math,Easy,0.15,True,13.65,0.2,0.8151,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
55,0,Beginner,random_baseline,72,Combination Sum,Backtracking,Medium,0.1,False,43.12,0.1,0.8372,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
56,0,Beginner,random_baseline,120,Coin Change,1DDP,Medium,0.1,False,47.42,0.1,0.9094,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
57,0,Beginner,random_baseline,68,Task Scheduler,Heap / Priority Queue,Medium,0.1,False,41.28,0.1,0.8081,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
58,0,Beginner,random_baseline,127,Best Time to Buy and Sell Stock w/ Cooldown,2DDP,Medium,0.1,False,44.11,0.1,0.6896,0.7,1000,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
