step,agent_id,agent_profile,agent_type,problem_id,problem_title,problem_category,problem_difficulty,agent_skill_before,solved,time_taken,agent_skill_after,recommender_reward,interleaving_factor,total_attempts_recommender,agent_skill_Arrays_and_Hashing,agent_skill_Two_Pointers,agent_skill_Stack,agent_skill_Sliding_Window,agent_skill_Binary_Search,agent_skill_Linked_List,agent_skill_Tree,agent_skill_Tries,agent_skill_Heap_/_Priority_Queue,agent_skill_Backtracking,agent_skill_Intervals,agent_skill_Greedy,agent_skill_Graph,agent_skill_Graph2,agent_skill_1DDP,agent_skill_2DDP,agent_skill_Bit_Manipulation,agent_skill_Math,recommender_reward_Arrays_and_Hashing,recommender_reward_Two_Pointers,recommender_reward_Stack,recommender_reward_Sliding_Window,recommender_reward_Binary_Search,recommender_reward_Linked_List,recommender_reward_Tree,recommender_reward_Tries,recommender_reward_Heap_/_Priority_Queue,recommender_reward_Backtracking,recommender_reward_Intervals,recommender_reward_Greedy,recommender_reward_Graph,recommender_reward_Graph2,recommender_reward_1DDP,recommender_reward_2DDP,recommender_reward_Bit_Manipulation,recommender_reward_Math
11,0,Moderate,recommender,14,Trapping Rain Water,Two Pointers,Hard,0.55,True,36.78,0.6,0.8341,0.41,11,0.45,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.946,0.8341,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0,Moderate,recommender,1,Contains Duplicate,Arrays and Hashing,Easy,0.45,True,8.45,0.5,0.9514,0.42,12,0.5,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.9514,0.8341,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0,Moderate,recommender,74,Permutations,Backtracking,Medium,0.35,True,28.13,0.4,0.98,0.43,13,0.5,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.9514,0.8341,0.94,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,0,Moderate,recommender,8,Valid Sudoku,Arrays and Hashing,Medium,0.5,False,30.08,0.5,0.8763,0.44,14,0.5,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8763,0.8341,0.94,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0,Moderate,recommender,15,Valid Parentheses,Stack,Easy,0.35,False,17.3,0.35,0.886,0.45,15,0.5,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8763,0.8341,0.886,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0,Moderate,recommender,15,Valid Parentheses,Stack,Easy,0.35,False,14.55,0.35,0.8374,0.46,16,0.5,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8763,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,0,Moderate,recommender,8,Valid Sudoku,Arrays and Hashing,Medium,0.5,True,24.03,0.55,0.8686,0.47,17,0.55,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8686,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,0,Moderate,recommender,138,Counting Bits,Bit Manipulation,Easy,0.35,False,17.39,0.35,0.94,0.48,18,0.55,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8686,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
19,0,Moderate,recommender,9,Longest Consecutive Sequence,Arrays and Hashing,Medium,0.55,False,30.77,0.55,0.8018,0.49,19,0.55,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8018,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
20,0,Moderate,recommender,78,Letter Combinations of a Phone Number,Backtracking,Medium,0.4,False,33.04,0.4,0.902,0.5,20,0.55,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8018,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
21,0,Moderate,recommender,4,Group Anagrams,Arrays and Hashing,Medium,0.55,False,35.92,0.55,0.7416,0.51,21,0.55,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7416,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
22,0,Moderate,recommender,9,Longest Consecutive Sequence,Arrays and Hashing,Medium,0.55,False,34.1,0.55,0.6874,0.52,22,0.55,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.6874,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
23,0,Moderate,recommender,7,Product of Array Except Self,Arrays and Hashing,Medium,0.55,True,25.29,0.6,0.6987,0.53,23,0.6,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.6987,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
24,0,Moderate,recommender,4,Group Anagrams,Arrays and Hashing,Medium,0.6,True,34.58,0.65,0.7088,0.54,24,0.65,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7088,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
25,0,Moderate,recommender,9,Longest Consecutive Sequence,Arrays and Hashing,Medium,0.65,True,28.59,0.7,0.7179,0.55,25,0.7,0.6,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
26,0,Moderate,recommender,37,Linked List Cycle,Linked List,Easy,0.35,True,15.74,0.4,1.0,0.56,26,0.7,0.6,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8374,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
27,0,Moderate,recommender,51,Subtree of Another Tree,Tree,Easy,0.35,False,14.02,0.35,0.94,0.57,27,0.7,0.6,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8374,1.0,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
28,0,Moderate,recommender,15,Valid Parentheses,Stack,Easy,0.35,True,16.66,0.4,0.8537,0.58,28,0.7,0.6,0.4,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8537,1.0,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
29,0,Moderate,recommender,29,Best Time To Buy and Sell Stock,Sliding Window,Easy,0.35,False,13.66,0.35,0.94,0.59,29,0.7,0.6,0.4,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8537,0.94,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
30,0,Moderate,recommender,20,Car Fleet,Stack,Medium,0.4,True,35.64,0.45,0.8483,0.6,30,0.7,0.6,0.45,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8483,0.94,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
31,0,Moderate,recommender,83,Meeting Rooms,Intervals,Easy,0.35,True,16.69,0.4,1.0,0.61,31,0.7,0.6,0.45,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8483,0.94,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
32,0,Moderate,recommender,17,Evaluate Revserse Polish Notation,Stack,Medium,0.45,False,27.89,0.45,0.8035,0.62,32,0.7,0.6,0.45,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.8035,0.94,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
33,0,Moderate,recommender,17,Evaluate Revserse Polish Notation,Stack,Medium,0.45,False,34.03,0.45,0.7431,0.63,33,0.7,0.6,0.45,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.94,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
34,0,Moderate,recommender,29,Best Time To Buy and Sell Stock,Sliding Window,Easy,0.35,True,12.52,0.4,0.946,0.64,34,0.7,0.6,0.45,0.4,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,1.0,1.0,0.94,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
35,0,Moderate,recommender,85,Minimum interval to include each query,Intervals,Hard,0.4,False,59.86,0.4,0.92,0.65,35,0.7,0.6,0.45,0.4,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,1.0,1.0,0.94,1.0,1.0,0.902,0.92,1.0,1.0,1.0,1.0,1.0,0.94,1.0
36,0,Moderate,recommender,22,Binary Search,Binary Search,Easy,0.35,False,14.35,0.35,0.94,0.66,36,0.7,0.6,0.45,0.4,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,0.94,1.0,0.94,1.0,1.0,0.902,0.92,1.0,1.0,1.0,1.0,1.0,0.94,1.0
37,0,Moderate,recommender,103,Graph Valid Tree,Graph,Medium,0.35,False,43.69,0.35,0.92,0.67,37,0.7,0.6,0.45,0.4,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,0.94,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,1.0,1.0,1.0,0.94,1.0
38,0,Moderate,recommender,22,Binary Search,Binary Search,Easy,0.35,False,15.96,0.35,0.886,0.68,38,0.7,0.6,0.45,0.4,0.35,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,0.886,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,1.0,1.0,1.0,0.94,1.0
39,0,Moderate,recommender,22,Binary Search,Binary Search,Easy,0.35,True,17.73,0.4,0.8974,0.69,39,0.7,0.6,0.45,0.4,0.4,0.4,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,0.8974,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,1.0,1.0,1.0,0.94,1.0
40,0,Moderate,recommender,36,Merge Two Sorted Lists,Linked List,Easy,0.4,True,15.73,0.45,1.0,0.7,40,0.7,0.6,0.45,0.4,0.4,0.45,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.946,0.8974,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,1.0,1.0,1.0,0.94,1.0
41,0,Moderate,recommender,31,Longest Repeating Character Replacement,Sliding Window,Medium,0.4,True,30.58,0.45,0.9314,0.7,41,0.7,0.6,0.45,0.45,0.4,0.45,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8974,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,1.0,1.0,1.0,0.94,1.0
42,0,Moderate,recommender,24,Koko Eating Bananas,Binary Search,Medium,0.4,False,47.86,0.4,0.8277,0.7,42,0.7,0.6,0.45,0.45,0.4,0.45,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,1.0,1.0,1.0,0.94,1.0
43,0,Moderate,recommender,110,Swim in Rising Water,Graph2,Hard,0.35,False,60,0.35,0.92,0.7,43,0.7,0.6,0.45,0.45,0.4,0.45,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
44,0,Moderate,recommender,35,Reverse Linked List,Linked List,Easy,0.45,True,10.92,0.5,1.0,0.7,44,0.7,0.6,0.45,0.45,0.4,0.5,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,1.0,0.94,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
45,0,Moderate,recommender,43,LRU cache,Linked List,Medium,0.5,False,46.43,0.5,0.92,0.7,45,0.7,0.6,0.45,0.45,0.4,0.5,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,0.92,0.94,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
46,0,Moderate,recommender,42,Find the Duplicate Number,Linked List,Medium,0.5,False,45.66,0.5,0.848,0.7,46,0.7,0.6,0.45,0.45,0.4,0.5,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,0.848,0.94,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
47,0,Moderate,recommender,47,Maximum Depth of Binary Tree,Tree,Easy,0.35,False,15.11,0.35,0.886,0.7,47,0.7,0.6,0.45,0.45,0.4,0.5,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,0.848,0.886,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
48,0,Moderate,recommender,43,LRU cache,Linked List,Medium,0.5,True,29.75,0.55,0.8432,0.7,48,0.7,0.6,0.45,0.45,0.4,0.55,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.9314,0.8277,0.8432,0.886,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
49,0,Moderate,recommender,32,Permutation in String,Sliding Window,Medium,0.45,False,38.33,0.45,0.8583,0.7,49,0.7,0.6,0.45,0.45,0.4,0.55,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8583,0.8277,0.8432,0.886,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
50,0,Moderate,recommender,30,Longest Substring Without Repeating Characters,Sliding Window,Medium,0.45,False,27.33,0.45,0.8124,0.7,50,0.7,0.6,0.45,0.45,0.4,0.55,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.8432,0.886,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
51,0,Moderate,recommender,50,Same Tree,Tree,Easy,0.35,False,15.44,0.35,0.8374,0.7,51,0.7,0.6,0.45,0.45,0.4,0.55,0.35,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.8432,0.8374,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
52,0,Moderate,recommender,47,Maximum Depth of Binary Tree,Tree,Easy,0.35,True,13.32,0.4,0.8537,0.7,52,0.7,0.6,0.45,0.45,0.4,0.55,0.4,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.8432,0.8537,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
53,0,Moderate,recommender,38,Reorder List,Linked List,Medium,0.55,True,35.77,0.6,0.8389,0.7,53,0.7,0.6,0.45,0.45,0.4,0.6,0.4,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.8389,0.8537,1.0,1.0,0.902,0.92,1.0,0.92,0.92,1.0,1.0,0.94,1.0
54,0,Moderate,recommender,96,Clone Graph,Graph,Medium,0.35,False,32.52,0.35,0.848,0.7,54,0.7,0.6,0.45,0.45,0.4,0.6,0.4,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.8389,0.8537,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.94,1.0
55,0,Moderate,recommender,40,Copy List With Random Pointer,Linked List,Medium,0.6,True,29.76,0.65,0.835,0.7,55,0.7,0.6,0.45,0.45,0.4,0.65,0.4,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.835,0.8537,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.94,1.0
56,0,Moderate,recommender,42,Find the Duplicate Number,Linked List,Medium,0.65,False,31.01,0.65,0.7715,0.7,56,0.7,0.6,0.45,0.45,0.4,0.65,0.4,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.7715,0.8537,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.94,1.0
57,0,Moderate,recommender,48,Diameter of Binary Tree,Tree,Easy,0.4,True,14.11,0.45,0.8683,0.7,57,0.7,0.6,0.45,0.45,0.4,0.65,0.45,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.7715,0.8683,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.94,1.0
58,0,Moderate,recommender,138,Counting Bits,Bit Manipulation,Easy,0.35,False,18.06,0.35,0.886,0.7,58,0.7,0.6,0.45,0.45,0.4,0.65,0.45,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.7715,0.8683,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.886,1.0
59,0,Moderate,recommender,41,Add Two Numbers,Linked List,Medium,0.65,False,37.42,0.65,0.7143,0.7,59,0.7,0.6,0.45,0.45,0.4,0.65,0.45,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7179,0.8341,0.7431,0.8124,0.8277,0.7143,0.8683,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.886,1.0
60,0,Moderate,recommender,5,Top K Frequent Elements,Arrays and Hashing,Medium,0.7,False,37.88,0.7,0.6661,0.7,60,0.7,0.6,0.45,0.45,0.4,0.65,0.45,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.6661,0.8341,0.7431,0.8124,0.8277,0.7143,0.8683,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.886,1.0
61,0,Moderate,recommender,25,Find Minimum In Rotated Sorted Array,Binary Search,Medium,0.4,False,28.02,0.4,0.7849,0.7,61,0.7,0.6,0.45,0.45,0.4,0.65,0.45,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.6661,0.8341,0.7431,0.8124,0.7849,0.7143,0.8683,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.886,1.0
62,0,Moderate,recommender,30,Longest Substring Without Repeating Characters,Sliding Window,Medium,0.45,True,32.54,0.5,0.8112,0.7,62,0.7,0.6,0.45,0.5,0.4,0.65,0.45,0.35,0.35,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.6661,0.8341,0.7431,0.8112,0.7849,0.7143,0.8683,1.0,1.0,0.902,0.92,1.0,0.848,0.92,1.0,1.0,0.886,1.0
