step,agent_id,agent_profile,agent_type,problem_id,problem_title,problem_category,problem_difficulty,agent_skill_before,solved,time_taken,agent_skill_after,recommender_reward,interleaving_factor,total_attempts_recommender,agent_skill_Arrays_and_Hashing,agent_skill_Two_Pointers,agent_skill_Stack,agent_skill_Sliding_Window,agent_skill_Binary_Search,agent_skill_Linked_List,agent_skill_Tree,agent_skill_Tries,agent_skill_Heap_/_Priority_Queue,agent_skill_Backtracking,agent_skill_Intervals,agent_skill_Greedy,agent_skill_Graph,agent_skill_Graph2,agent_skill_1DDP,agent_skill_2DDP,agent_skill_Bit_Manipulation,agent_skill_Math,recommender_reward_Arrays_and_Hashing,recommender_reward_Two_Pointers,recommender_reward_Stack,recommender_reward_Sliding_Window,recommender_reward_Binary_Search,recommender_reward_Linked_List,recommender_reward_Tree,recommender_reward_Tries,recommender_reward_Heap_/_Priority_Queue,recommender_reward_Backtracking,recommender_reward_Intervals,recommender_reward_Greedy,recommender_reward_Graph,recommender_reward_Graph2,recommender_reward_1DDP,recommender_reward_2DDP,recommender_reward_Bit_Manipulation,recommender_reward_Math
48,0,Expert,random_baseline,68,Task Scheduler,Heap / Priority Queue,Medium,0.6,False,37.58,0.6,0.8081,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.85,0.65,0.6,0.85,0.65,0.65,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
49,0,Expert,random_baseline,91,Merge Triplets to Form Target Triplet,Greedy,Medium,0.65,True,34.9,0.7,0.805,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.85,0.65,0.6,0.85,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
50,0,Expert,random_baseline,56,Validate BST,Tree,Medium,0.85,True,20.5,0.9,0.8378,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.9,0.65,0.6,0.85,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
51,0,Expert,random_baseline,27,Time Based Key Value Store,Binary Search,Medium,0.65,False,31.42,0.65,0.8653,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.9,0.65,0.6,0.85,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
52,0,Expert,random_baseline,76,Word Search,Backtracking,Medium,0.85,True,26.84,0.9,0.8372,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
53,0,Expert,random_baseline,127,Best Time to Buy and Sell Stock w/ Cooldown,2DDP,Medium,0.7,False,33.67,0.7,0.6896,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
54,0,Expert,random_baseline,21,Largest Rectangle in Histogram,Stack,Hard,0.65,False,41.27,0.65,0.8696,0.7,1000,0.7,0.6,0.65,0.6,0.65,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
55,0,Expert,random_baseline,19,Daily Temperatures,Stack,Medium,0.65,True,31.06,0.7,0.8696,0.7,1000,0.7,0.6,0.7,0.6,0.65,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
56,0,Expert,random_baseline,124,Partition Equal Subset Sum,1DDP,Medium,0.65,False,29.53,0.65,0.9094,0.7,1000,0.7,0.6,0.7,0.6,0.65,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
57,0,Expert,random_baseline,22,Binary Search,Binary Search,Easy,0.65,True,11.53,0.7,0.8653,0.7,1000,0.7,0.6,0.7,0.6,0.7,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.7,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
58,0,Expert,random_baseline,104,Number of Connected Components in Undirected Graph,Graph,Medium,0.7,True,30.91,0.75,0.7694,0.7,1000,0.7,0.6,0.7,0.6,0.7,0.7,0.9,0.65,0.6,0.9,0.65,0.7,0.75,0.6,0.65,0.7,0.65,0.6,0.9137,0.8009,0.8696,0.6896,0.8653,0.7982,0.8378,0.8315,0.8081,0.8372,0.9069,0.805,0.7694,0.7109,0.9094,0.6896,0.988,0.8151
